=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003001b.jpg"),キリン,紅茶,午後の紅茶 あたたかいストレートティー
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002793b.jpg"),キリン,果汁飲料,世界のKitchenから ソルティライチ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000687b.jpg"),キリン,スポーツ飲料,ＫＩＲＩＮ ＬＯＶＥＳ ＳＰＯＲＴＳ（ラブズ スポーツ）
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002787b.jpg"),キリン,炭酸飲料,メッツプラス レモンスカッシュ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003005b.jpg"),キリン,緑茶,ホット生茶
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000600b.jpg"),キリン,炭酸飲料,大人のキリンレモン
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000613b.jpg"),キリン,乳性飲料,ファイア カフェデリ ミルクキャラメル・ラテ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002796b.jpg"),キリン,その他お茶,午後の紅茶 こだわり素材のピーチティー
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003068b.jpg"),キリン,その他お茶,午後の紅茶 こだわり素材のふじ林檎ティー	
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000202b.jpg"),キリン,果汁飲料,小岩井 無添加野菜 31種の野菜100％
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000200b.jpg"),キリン,果汁飲料,小岩井 無添加野菜 32種の野菜と果実
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002242b.jpg"),キリン,緑茶,カフェインゼロ生茶
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002732b.jpg"),キリン,ミネラルウォーター,アルカリイオンの水 (大型容器)
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000858b.jpg"),キリン,ミネラルウォーター,アルカリイオンの水(小型容器)
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002889b.jpg"),キリン,スポーツ飲料,アミノバイタルGOLD 2000ドリンク
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000352b.jpg"),キリン,スポーツ飲料,アミノサプリＣ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002803b.jpg"),キリン,ミネラルウォーター,アスタリフトウォーター
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000717b.jpg"),キリン,その他お茶,烏龍茶 極烏（ごくう）
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002332b.jpg"),キリン,紅茶,午後の紅茶 こだわり素材のヘルシーミルクティー
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002394b.jpg"),キリン,紅茶,午後の紅茶 こだわり素材のマスカットティーｗｉｔｈ瀬戸内レモン
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000662b.jpg"),キリン,紅茶,午後の紅茶 ザ・パンジェンシー 茶葉２倍ミルクティー
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003004b.jpg"),キリン,紅茶,午後の紅茶 あたたかいおいしい無糖
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002835b.jpg"),キリン,ミネラルウォーター,世界のKitchenから 5種のベリーと天然水
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002424b.jpg"),キリン,スポーツ飲料,世界のKitchenから 真っ赤なベリーのビタミーナ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003009b.jpg"),キリン,果汁飲料,ホットレモン
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002183b.jpg"),キリン,ミネラルウォーター,まもるチカラのみず
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002187b.jpg"),キリン,乳性飲料,まもるチカラのサプリ すっきりヨーグルトテイスト
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003069b.jpg"),キリン,炭酸飲料,メッツ ピンクジンジャーエール
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003006b.jpg"),キリン,コーヒー飲料,小岩井 あたたかいミルクとココア
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002503b.jpg"),キリン,コーヒー飲料,小岩井 あたたかいミルクとコーヒー
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002828b.jpg"),キリン,その他お茶,香ばし麦茶
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002741b.jpg"),キリン,緑茶,生茶 (大型容器)
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002341b.jpg"),キリン,緑茶,食事の生茶
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10000337b.jpg"),キリン,果汁飲料,ヌューダ グレープフルーツ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002916b.jpg"),キリン,緑茶,世界のKitchenから 冴えるハーブと緑茶
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003050b.jpg"),キリン,果汁飲料,世界のKitchenから 甘く香り立つスパイスの薫るホット葡萄
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002999b.jpg"),キリン,ミネラルウォーター,世界のKitchenから Elderflower Sparkling Water
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002791b.jpg"),キリン,果汁飲料,トロピカーナ ココナッツウォーター
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003010b.jpg"),キリン,果汁飲料,トロピカーナ 100% ぶどうのブレンド
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003011b.jpg"),キリン,乳性飲料,トロピカーナ マンゴーと乳酸菌
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002786b.jpg"),キリン,果汁飲料,トロピカーナ フルーツミックス
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10002744b.jpg"),キリン,果汁飲料,トロピカーナ 100% 朝のオレンジ
=IMAGE("http://www.kirin.co.jp/products/list/item/softdrink/images/10003051b.jpg"),キリン,果汁飲料,トロピカーナ 果実の炭酸 テキサスレッドグレープフルーツ
